,Y_pred,Y_test,Difference
3181,77.236,58.0,19.236
3182,93.653,85.5,8.153
3183,83.791,82.0,1.791
3184,86.18,0.0,86.18
3185,77.236,58.0,19.236
3186,77.236,58.0,19.236
3187,112.867,114.5,1.633
3188,55.961,82.0,26.039
3189,87.101,82.0,5.101
3190,55.961,82.0,26.039
3191,118.365,82.0,36.365
3192,118.977,124.0,5.023
3193,55.961,82.0,26.039
3194,87.101,82.0,5.101
3195,87.101,82.0,5.101
3196,55.961,82.0,26.039
3197,87.101,82.0,5.101
3198,55.961,82.0,26.039
3199,123.838,82.0,41.838
3200,55.961,82.0,26.039
3201,55.961,82.0,26.039
3202,83.791,82.0,1.791
3203,55.961,82.0,26.039
3204,61.863,58.0,3.863
3205,87.101,82.0,5.101
3206,55.961,82.0,26.039
3207,87.101,82.0,5.101
3208,87.101,82.0,5.101
3209,123.382,82.0,41.382
3210,91.379,0.0,91.379
3211,95.207,70.0,25.207
3212,98.213,117.67,19.457
3213,74.399,60.0,14.399
3214,124.884,70.0,54.884
3215,95.207,70.0,25.207
3216,126.999,117.67,9.329
3217,124.884,70.0,54.884
3218,95.207,70.0,25.207
3219,95.207,70.0,25.207
3220,82.072,70.0,12.072
3221,72.316,60.0,12.316
3222,106.556,35.0,71.556
3223,95.207,70.0,25.207
3224,100.503,120.0,19.497
3225,98.095,111.6,13.505
3226,103.953,70.0,33.953
3227,93.701,70.0,23.701
3228,76.552,60.0,16.552
3229,77.172,102.0,24.828
3230,124.884,70.0,54.884
3231,95.207,70.0,25.207
3232,87.101,82.0,5.101
3233,130.298,70.0,60.298
3234,94.712,70.0,24.712
3235,89.002,132.67,43.668
3236,85.56,117.67,32.11
3237,122.759,119.25,3.509
3238,65.616,76.5,10.884
3239,106.756,109.25,2.494
3240,75.183,119.25,44.067
3241,106.756,109.25,2.494
3242,95.084,125.2,30.116
3243,78.048,59.29,18.758
3244,77.236,58.0,19.236
3245,52.507,85.0,32.493
3246,72.728,108.0,35.272
3247,85.459,108.0,22.541
3248,124.625,115.0,9.625
3249,85.584,109.0,23.416
3250,58.616,108.0,49.384
3251,90.68,108.0,17.32
3252,85.459,108.0,22.541
3253,90.68,108.0,17.32
3254,49.138,108.0,58.862
3255,76.703,84.0,7.297
3256,90.68,108.0,17.32
3257,88.776,89.25,0.474
3258,85.459,108.0,22.541
3259,85.459,108.0,22.541
3260,85.459,108.0,22.541
3261,90.68,108.0,17.32
3262,56.722,84.0,27.278
3263,95.341,152.0,56.659
3264,48.254,85.0,36.746
3265,72.728,108.0,35.272
3266,85.459,108.0,22.541
3267,85.459,108.0,22.541
3268,90.68,108.0,17.32
3269,75.079,94.5,19.421
3270,49.138,108.0,58.862
3271,85.459,108.0,22.541
3272,87.885,87.0,0.885
3273,78.087,80.0,1.913
3274,89.234,109.0,19.766
3275,89.234,109.0,19.766
3276,81.976,114.0,32.024
3277,52.29,109.0,56.71
3278,78.087,80.0,1.913
3279,82.439,101.5,19.061
3280,82.439,101.5,19.061
3281,82.439,101.5,19.061
3282,82.439,101.5,19.061
3283,82.439,101.5,19.061
3284,82.439,101.5,19.061
3285,82.439,101.5,19.061
3286,82.439,101.5,19.061
3287,82.439,101.5,19.061
3288,89.234,109.0,19.766
3289,77.022,109.0,31.978
3290,63.102,109.0,45.898
3291,53.172,109.0,55.828
3292,77.022,109.0,31.978
3293,78.087,80.0,1.913
3294,82.439,101.5,19.061
3295,82.439,101.5,19.061
3296,82.439,101.5,19.061
3297,82.439,101.5,19.061
3298,82.439,101.5,19.061
3299,82.439,101.5,19.061
3300,89.234,109.0,19.766
3301,89.234,109.0,19.766
3302,89.234,109.0,19.766
3303,89.234,109.0,19.766
3304,52.29,109.0,56.71
3305,52.29,109.0,56.71
3306,79.152,87.0,7.848
3307,102.388,124.0,21.612
3308,87.885,87.0,0.885
3309,62.845,87.0,24.155
3310,78.087,80.0,1.913
3311,78.087,80.0,1.913
3312,132.51,109.0,23.51
3313,89.234,109.0,19.766
3314,52.29,109.0,56.71
3315,89.234,109.0,19.766
3316,76.884,87.0,10.116
3317,82.439,101.5,19.061
3318,82.439,101.5,19.061
3319,82.439,101.5,19.061
3320,82.439,101.5,19.061
3321,82.439,101.5,19.061
3322,82.439,101.5,19.061
3323,89.234,109.0,19.766
3324,77.022,109.0,31.978
3325,102.388,124.0,21.612
3326,58.837,145.35,86.513
3327,89.234,109.0,19.766
3328,81.919,109.0,27.081
3329,89.234,109.0,19.766
3330,78.087,80.0,1.913
3331,78.087,80.0,1.913
3332,87.885,87.0,0.885
3333,87.885,87.0,0.885
3334,82.439,101.5,19.061
3335,82.439,101.5,19.061
3336,82.439,101.5,19.061
3337,102.388,124.0,21.612
3338,78.087,80.0,1.913
3339,52.29,109.0,56.71
3340,89.234,109.0,19.766
3341,52.29,109.0,56.71
3342,52.29,109.0,56.71
3343,82.439,101.5,19.061
3344,82.439,101.5,19.061
3345,82.439,101.5,19.061
3346,82.439,101.5,19.061
3347,82.439,101.5,19.061
3348,98.07,124.0,25.93
3349,89.234,109.0,19.766
3350,89.234,109.0,19.766
3351,82.439,101.5,19.061
3352,69.034,0.0,69.034
3353,79.152,87.0,7.848
3354,89.234,109.0,19.766
3355,77.022,109.0,31.978
3356,52.29,109.0,56.71
3357,89.234,109.0,19.766
3358,89.234,109.0,19.766
3359,79.152,87.0,7.848
3360,82.439,101.5,19.061
3361,82.439,101.5,19.061
3362,82.439,101.5,19.061
3363,82.439,101.5,19.061
3364,78.087,80.0,1.913
3365,77.022,109.0,31.978
3366,89.234,109.0,19.766
3367,89.234,109.0,19.766
3368,82.439,101.5,19.061
3369,82.439,101.5,19.061
3370,82.439,101.5,19.061
3371,82.439,101.5,19.061
3372,89.234,109.0,19.766
3373,89.234,109.0,19.766
3374,52.29,109.0,56.71
3375,89.234,109.0,19.766
3376,52.29,109.0,56.71
3377,87.885,87.0,0.885
3378,82.439,101.5,19.061
3379,82.439,101.5,19.061
3380,82.439,101.5,19.061
3381,82.439,101.5,19.061
3382,82.439,101.5,19.061
3383,78.087,80.0,1.913
3384,82.439,101.5,19.061
3385,82.439,101.5,19.061
3386,82.439,101.5,19.061
3387,82.439,101.5,19.061
3388,82.439,101.5,19.061
3389,89.234,109.0,19.766
3390,89.234,109.0,19.766
3391,77.022,109.0,31.978
3392,89.234,109.0,19.766
3393,89.234,109.0,19.766
3394,82.439,101.5,19.061
3395,82.439,101.5,19.061
3396,82.439,101.5,19.061
3397,82.439,101.5,19.061
3398,82.439,101.5,19.061
3399,89.234,109.0,19.766
3400,89.234,109.0,19.766
3401,52.29,109.0,56.71
3402,62.845,87.0,24.155
3403,78.087,80.0,1.913
3404,82.439,101.5,19.061
3405,82.439,101.5,19.061
3406,82.439,101.5,19.061
3407,82.439,101.5,19.061
3408,102.846,109.0,6.154
3409,89.234,109.0,19.766
3410,89.234,109.0,19.766
3411,89.234,109.0,19.766
3412,77.022,109.0,31.978
3413,91.812,94.5,2.688
3414,84.516,100.7,16.184
3415,91.076,124.0,32.924
3416,84.753,96.05,11.297
3417,86.227,115.0,28.773
3418,60.509,89.25,28.741
3419,103.872,89.25,14.622
3420,86.227,115.0,28.773
3421,99.688,124.0,24.312
3422,88.925,96.05,7.125
3423,82.207,89.25,7.043
3424,69.24,114.0,44.76
3425,80.896,89.25,8.354
3426,82.207,89.25,7.043
3427,103.872,89.25,14.622
3428,58.142,115.0,56.858
3429,67.372,76.92,9.548
3430,91.05,89.25,1.8
3431,113.419,141.53,28.111
3432,60.215,69.11,8.895
3433,75.282,120.9,45.618
3434,88.367,142.0,53.633
3435,72.33,138.0,65.67
3436,60.17,85.5,25.33
3437,78.087,80.0,1.913
3438,87.885,87.0,0.885
3439,79.152,87.0,7.848
3440,82.439,101.5,19.061
3441,78.087,80.0,1.913
3442,89.234,109.0,19.766
3443,127.516,89.25,38.266
3444,89.986,154.4,64.414
3445,83.192,74.4,8.792
3446,93.027,124.0,30.973
3447,110.358,115.0,4.642
3448,93.027,124.0,30.973
3449,50.694,89.25,38.556
3450,82.414,124.0,41.586
3451,102.438,87.78,14.658
3452,99.986,124.0,24.014
3453,104.038,87.78,16.258
3454,95.317,76.5,18.817
3455,83.174,72.76,10.414
3456,80.629,98.25,17.621
3457,95.317,76.5,18.817
3458,105.707,84.0,21.707
3459,58.017,62.0,3.983
3460,78.212,62.0,16.212
3461,78.212,62.0,16.212
3462,78.248,149.33,71.082
3463,85.097,62.0,23.097
3464,63.831,62.0,1.831
3465,78.212,62.0,16.212
3466,78.212,62.0,16.212
3467,68.305,62.0,6.305
3468,78.212,62.0,16.212
3469,85.097,62.0,23.097
3470,85.097,62.0,23.097
3471,78.212,62.0,16.212
3472,78.212,62.0,16.212
3473,102.855,62.0,40.855
3474,46.969,0.0,46.969
3475,116.929,94.5,22.429
3476,78.212,62.0,16.212
3477,85.097,62.0,23.097
3478,85.097,62.0,23.097
3479,55.963,0.0,55.963
3480,73.71,62.0,11.71
3481,78.212,62.0,16.212
3482,78.212,62.0,16.212
3483,85.097,62.0,23.097
3484,73.71,62.0,11.71
3485,78.212,62.0,16.212
3486,85.097,62.0,23.097
3487,78.212,62.0,16.212
3488,78.212,62.0,16.212
3489,76.753,60.0,16.753
3490,78.212,62.0,16.212
3491,102.906,71.4,31.506
3492,96.248,119.87,23.622
3493,95.562,118.15,22.588
3494,73.824,89.25,15.426
3495,91.065,116.56,25.495
3496,92.675,66.53,26.145
3497,91.065,116.56,25.495
3498,85.345,90.0,4.655
3499,89.98,90.0,0.02
3500,85.345,90.0,4.655
3501,85.345,90.0,4.655
3502,85.345,90.0,4.655
3503,85.345,90.0,4.655
3504,85.345,90.0,4.655
3505,89.98,90.0,0.02
3506,85.345,90.0,4.655
3507,85.345,90.0,4.655
3508,85.345,90.0,4.655
3509,85.345,90.0,4.655
3510,89.98,90.0,0.02
3511,64.442,87.78,23.338
3512,66.199,80.75,14.551
3513,87.801,65.0,22.801
3514,78.434,124.0,45.566
3515,87.801,65.0,22.801
3516,87.543,124.0,36.457
3517,93.921,90.0,3.921
3518,59.214,93.5,34.286
3519,85.067,80.0,5.067
3520,77.467,124.0,46.533
3521,132.006,174.0,41.994
3522,34.35,95.0,60.65
3523,61.923,95.0,33.077
3524,95.837,124.0,28.163
3525,61.923,95.0,33.077
3526,78.248,111.6,33.352
3527,89.22,68.72,20.5
3528,65.334,87.78,22.446
3529,124.485,118.15,6.335
3530,60.045,90.98,30.935
3531,85.957,89.25,3.293
3532,86.95,124.0,37.05
3533,93.44,75.0,18.44
3534,94.811,85.0,9.811
3535,81.977,152.5,70.523
3536,83.702,65.0,18.702
3537,31.66,65.0,33.34
3538,83.702,65.0,18.702
3539,85.085,48.0,37.085
3540,108.87,124.0,15.13
3541,80.424,65.0,15.424
3542,83.702,65.0,18.702
3543,83.702,65.0,18.702
3544,88.396,124.0,35.604
3545,85.085,48.0,37.085
3546,83.702,65.0,18.702
3547,43.456,0.0,43.456
3548,57.455,65.45,7.995
3549,85.085,48.0,37.085
3550,80.424,65.0,15.424
3551,59.826,0.0,59.826
3552,85.536,48.0,37.536
3553,102.806,124.0,21.194
3554,85.085,48.0,37.085
3555,83.702,65.0,18.702
3556,59.826,49.5,10.326
3557,85.536,48.0,37.536
3558,104.079,95.4,8.679
3559,83.702,65.0,18.702
3560,80.424,65.0,15.424
3561,85.536,48.0,37.536
3562,83.702,65.0,18.702
3563,83.702,65.0,18.702
3564,83.702,65.0,18.702
3565,80.424,65.0,15.424
3566,80.424,65.0,15.424
3567,83.702,65.0,18.702
3568,61.692,0.0,61.692
3569,85.536,48.0,37.536
3570,92.568,124.0,31.432
3571,69.415,80.75,11.335
3572,95.805,124.0,28.195
3573,110.209,124.0,13.791
3574,28.834,97.0,68.166
3575,90.784,145.8,55.016
3576,67.915,85.5,17.585
3577,97.478,145.8,48.322
3578,100.11,133.0,32.89
3579,47.854,90.98,43.126
3580,32.494,90.98,58.486
3581,100.719,124.0,23.281
3582,97.478,145.8,48.322
3583,81.497,71.4,10.097
3584,67.373,111.6,44.227
3585,108.295,68.0,40.295
3586,110.218,140.33,30.112
3587,89.418,124.0,34.582
3588,72.103,65.0,7.103
3589,72.103,65.0,7.103
3590,60.539,72.76,12.221
3591,57.359,62.18,4.821
3592,91.379,106.0,14.621
3593,84.878,83.0,1.878
3594,63.694,83.0,19.306
3595,91.379,106.0,14.621
3596,91.379,106.0,14.621
3597,84.878,83.0,1.878
3598,91.379,106.0,14.621
3599,91.379,106.0,14.621
3600,84.036,124.0,39.964
3601,56.608,95.0,38.392
3602,69.866,85.0,15.134
3603,83.401,95.0,11.599
3604,102.59,133.0,30.41
3605,85.563,95.0,9.437
3606,70.99,127.0,56.01
3607,94.99,95.48,0.49
3608,95.779,107.03,11.251
3609,70.99,127.0,56.01
3610,98.549,124.0,25.451
3611,56.608,95.0,38.392
3612,86.879,116.94,30.061
3613,98.69,103.87,5.18
3614,101.096,128.2,27.104
3615,75.868,71.4,4.468
3616,80.099,99.2,19.101
3617,103.021,206.0,102.979
3618,52.678,106.0,53.322
3619,64.498,62.0,2.498
3620,84.273,94.5,10.227
3621,64.498,62.0,2.498
3622,64.498,62.0,2.498
3623,32.872,0.0,32.872
3624,64.02,62.0,2.02
3625,64.02,62.0,2.02
3626,30.386,60.0,29.614
3627,64.498,62.0,2.498
3628,94.77,84.0,10.77
3629,43.04,60.0,16.96
3630,64.498,62.0,2.498
3631,64.498,62.0,2.498
3632,73.012,62.0,11.012
3633,32.872,0.0,32.872
3634,54.459,62.0,7.541
3635,49.363,62.0,12.637
3636,30.386,60.0,29.614
3637,64.498,62.0,2.498
3638,42.81,60.0,17.19
3639,28.467,60.0,31.533
3640,64.498,62.0,2.498
3641,64.498,62.0,2.498
3642,54.459,62.0,7.541
3643,64.02,62.0,2.02
3644,54.459,62.0,7.541
3645,64.02,62.0,2.02
3646,64.498,62.0,2.498
3647,49.363,62.0,12.637
3648,57.974,62.0,4.026
3649,54.459,62.0,7.541
3650,105.52,84.0,21.52
3651,79.355,224.67,145.315
3652,79.355,224.67,145.315
3653,79.355,224.67,145.315
3654,80.22,224.67,144.45
3655,66.96,177.33,110.37
3656,77.984,224.67,146.686
3657,80.22,224.67,144.45
3658,80.22,224.67,144.45
3659,79.355,224.67,145.315
3660,79.355,224.67,145.315
3661,79.355,224.67,145.315
3662,80.22,224.67,144.45
3663,66.96,177.33,110.37
3664,79.355,224.67,145.315
3665,79.355,224.67,145.315
3666,80.22,224.67,144.45
3667,79.355,224.67,145.315
3668,79.355,224.67,145.315
3669,79.355,224.67,145.315
3670,79.355,224.67,145.315
3671,68.924,177.33,108.406
3672,79.355,224.67,145.315
3673,100.817,155.8,54.983
3674,79.355,224.67,145.315
3675,79.355,224.67,145.315
3676,80.22,224.67,144.45
3677,79.355,224.67,145.315
3678,80.22,224.67,144.45
3679,79.355,224.67,145.315
3680,106.735,175.08,68.345
3681,83.692,107.03,23.338
3682,93.363,86.4,6.963
3683,46.681,0.0,46.681
3684,112.359,85.0,27.359
3685,63.83,120.0,56.17
3686,53.204,87.5,34.296
3687,71.863,105.0,33.137
3688,56.739,87.5,30.761
3689,116.936,212.0,95.064
3690,71.863,105.0,33.137
3691,39.869,87.5,47.631
3692,39.869,87.5,47.631
3693,46.394,0.0,46.394
3694,119.879,105.0,14.879
3695,71.863,105.0,33.137
3696,63.053,105.0,41.947
3697,43.642,87.5,43.858
3698,83.09,85.0,1.91
3699,81.678,105.0,23.322
3700,63.053,105.0,41.947
3701,55.799,87.5,31.701
3702,71.863,105.0,33.137
3703,39.869,87.5,47.631
3704,99.275,105.0,5.725
3705,81.678,105.0,23.322
3706,63.053,105.0,41.947
3707,39.869,87.5,47.631
3708,71.863,105.0,33.137
3709,71.863,105.0,33.137
3710,39.869,87.5,47.631
3711,78.943,87.5,8.557
3712,48.127,105.0,56.873
3713,55.799,87.5,31.701
3714,81.678,105.0,23.322
3715,70.437,120.0,49.563
3716,71.863,105.0,33.137
3717,70.437,120.0,49.563
3718,70.437,120.0,49.563
3719,71.863,105.0,33.137
3720,81.678,105.0,23.322
3721,81.678,105.0,23.322
3722,70.437,120.0,49.563
3723,71.863,105.0,33.137
3724,63.053,105.0,41.947
3725,50.784,87.5,36.716
3726,55.799,87.5,31.701
3727,71.863,105.0,33.137
3728,71.863,105.0,33.137
3729,39.869,87.5,47.631
3730,74.317,121.2,46.883
3731,171.051,231.0,59.949
3732,93.339,118.43,25.091
3733,81.158,170.0,88.842
3734,91.656,170.0,78.344
3735,79.248,170.0,90.752
3736,49.948,0.0,49.948
3737,80.242,0.0,80.242
3738,71.364,190.0,118.636
3739,96.692,200.0,103.308
3740,103.788,160.0,56.212
3741,84.179,185.0,100.821
3742,38.11,136.0,97.89
3743,79.585,185.0,105.415
3744,70.747,185.0,114.253
3745,95.875,185.0,89.125
3746,95.875,185.0,89.125
3747,79.585,185.0,105.415
3748,85.507,185.0,99.493
3749,79.585,185.0,105.415
3750,80.197,185.0,104.803
3751,85.507,185.0,99.493
3752,80.197,185.0,104.803
3753,85.507,185.0,99.493
3754,95.875,185.0,89.125
3755,62.425,185.0,122.575
3756,79.585,185.0,105.415
3757,95.875,185.0,89.125
3758,95.875,185.0,89.125
3759,98.352,185.0,86.648
3760,85.507,185.0,99.493
3761,95.875,185.0,89.125
3762,79.585,185.0,105.415
3763,90.167,185.0,94.833
3764,62.425,185.0,122.575
3765,60.742,185.0,124.258
3766,72.151,102.0,29.849
3767,72.151,102.0,29.849
3768,49.858,170.0,120.142
3769,49.858,170.0,120.142
3770,49.858,170.0,120.142
3771,49.858,170.0,120.142
3772,49.858,170.0,120.142
3773,80.197,185.0,104.803
3774,79.585,185.0,105.415
3775,62.425,185.0,122.575
3776,53.703,170.0,116.297
3777,49.858,170.0,120.142
3778,49.858,170.0,120.142
3779,72.151,102.0,29.849
3780,49.858,170.0,120.142
3781,49.858,170.0,120.142
3782,49.858,170.0,120.142
3783,49.858,170.0,120.142
3784,49.858,170.0,120.142
3785,49.858,170.0,120.142
3786,94.385,130.9,36.515
3787,49.858,170.0,120.142
3788,49.858,170.0,120.142
3789,49.858,170.0,120.142
3790,49.858,170.0,120.142
3791,59.496,19.15,40.346
3792,59.496,19.15,40.346
3793,53.703,170.0,116.297
3794,49.858,170.0,120.142
3795,49.858,170.0,120.142
3796,49.858,170.0,120.142
3797,49.858,170.0,120.142
3798,49.858,170.0,120.142
3799,49.858,170.0,120.142
3800,72.151,102.0,29.849
3801,72.151,102.0,29.849
3802,49.858,170.0,120.142
3803,49.858,170.0,120.142
3804,49.858,170.0,120.142
3805,49.858,170.0,120.142
3806,58.749,0.0,58.749
3807,72.151,102.0,29.849
3808,53.703,170.0,116.297
3809,53.703,170.0,116.297
3810,49.858,170.0,120.142
3811,49.858,170.0,120.142
3812,49.858,170.0,120.142
3813,49.858,170.0,120.142
3814,49.858,170.0,120.142
3815,49.858,170.0,120.142
3816,59.496,19.15,40.346
3817,49.858,170.0,120.142
3818,72.151,102.0,29.849
3819,58.749,102.0,43.251
3820,72.151,102.0,29.849
3821,72.151,102.0,29.849
3822,49.858,170.0,120.142
3823,49.858,170.0,120.142
3824,49.858,170.0,120.142
3825,53.703,170.0,116.297
3826,49.858,170.0,120.142
3827,49.858,170.0,120.142
3828,49.858,170.0,120.142
3829,49.858,170.0,120.142
3830,49.858,170.0,120.142
3831,49.858,170.0,120.142
3832,49.858,170.0,120.142
3833,72.151,102.0,29.849
3834,111.307,118.14,6.833
3835,53.703,170.0,116.297
3836,49.858,170.0,120.142
3837,49.858,170.0,120.142
3838,49.858,170.0,120.142
3839,49.858,170.0,120.142
3840,49.858,170.0,120.142
3841,49.858,170.0,120.142
3842,72.151,102.0,29.849
3843,111.307,118.14,6.833
3844,49.858,170.0,120.142
3845,49.858,170.0,120.142
3846,49.858,170.0,120.142
3847,49.858,170.0,120.142
3848,49.858,170.0,120.142
3849,53.703,170.0,116.297
3850,53.703,170.0,116.297
3851,53.703,170.0,116.297
3852,53.703,170.0,116.297
3853,49.858,170.0,120.142
3854,49.858,170.0,120.142
3855,49.858,170.0,120.142
3856,49.858,170.0,120.142
3857,49.858,170.0,120.142
3858,53.703,170.0,116.297
3859,49.858,170.0,120.142
3860,49.858,170.0,120.142
3861,49.858,170.0,120.142
3862,49.858,170.0,120.142
3863,58.749,86.0,27.251
3864,72.151,102.0,29.849
3865,94.385,130.9,36.515
3866,49.858,170.0,120.142
3867,59.496,19.15,40.346
3868,136.147,250.0,113.853
3869,120.827,200.0,79.173
3870,47.678,170.0,122.322
3871,47.678,170.0,122.322
3872,47.678,170.0,122.322
3873,47.678,170.0,122.322
3874,47.678,170.0,122.322
3875,47.678,170.0,122.322
3876,47.678,170.0,122.322
3877,47.678,170.0,122.322
3878,47.678,170.0,122.322
3879,47.678,170.0,122.322
3880,47.678,170.0,122.322
3881,47.678,170.0,122.322
3882,47.678,170.0,122.322
3883,47.678,170.0,122.322
3884,47.678,170.0,122.322
3885,47.678,170.0,122.322
3886,47.678,170.0,122.322
3887,47.678,170.0,122.322
3888,94.666,190.0,95.334
3889,47.678,170.0,122.322
3890,78.421,129.2,50.779
3891,47.678,170.0,122.322
3892,47.678,170.0,122.322
3893,47.678,170.0,122.322
3894,47.678,170.0,122.322
3895,47.678,170.0,122.322
3896,47.678,170.0,122.322
3897,47.678,170.0,122.322
3898,47.678,170.0,122.322
3899,47.678,170.0,122.322
3900,47.678,170.0,122.322
3901,47.678,170.0,122.322
3902,47.678,170.0,122.322
3903,47.678,170.0,122.322
3904,47.678,170.0,122.322
3905,47.678,170.0,122.322
3906,47.678,170.0,122.322
3907,47.678,170.0,122.322
3908,47.678,170.0,122.322
3909,47.678,170.0,122.322
3910,74.95,57.92,17.03
3911,108.144,167.22,59.076
3912,74.95,57.92,17.03
3913,80.256,166.58,86.324
3914,80.256,166.58,86.324
3915,46.519,170.0,123.481
3916,46.519,170.0,123.481
3917,46.519,170.0,123.481
3918,46.519,170.0,123.481
3919,46.519,170.0,123.481
3920,46.519,170.0,123.481
3921,46.519,170.0,123.481
3922,118.145,163.0,44.855
3923,110.651,131.51,20.859
3924,42.947,170.0,127.053
3925,42.947,170.0,127.053
3926,42.947,170.0,127.053
3927,42.947,170.0,127.053
3928,42.947,170.0,127.053
3929,70.986,138.0,67.014
3930,76.976,123.5,46.524
3931,70.986,138.0,67.014
3932,82.892,138.0,55.108
3933,76.519,123.5,46.981
3934,70.986,138.0,67.014
3935,75.175,149.81,74.635
3936,52.691,149.88,97.189
3937,105.295,146.8,41.505
3938,71.56,95.0,23.44
3939,29.094,250.0,220.906
3940,83.94,65.0,18.94
3941,85.785,65.0,20.785
3942,67.224,0.0,67.224
3943,79.796,48.0,31.796
3944,83.94,65.0,18.94
3945,76.823,65.0,11.823
3946,76.823,65.0,11.823
3947,76.823,65.0,11.823
3948,83.94,65.0,18.94
3949,83.94,65.0,18.94
3950,76.823,65.0,11.823
3951,76.823,65.0,11.823
3952,83.94,65.0,18.94
3953,79.796,48.0,31.796
3954,76.823,65.0,11.823
3955,51.039,58.0,6.961
3956,76.823,65.0,11.823
3957,64.357,0.0,64.357
3958,85.785,65.0,20.785
3959,83.94,65.0,18.94
3960,83.94,65.0,18.94
3961,79.796,48.0,31.796
3962,79.796,48.0,31.796
3963,60.627,49.5,11.127
3964,76.823,65.0,11.823
3965,97.936,133.17,35.234
3966,98.787,96.36,2.427
3967,101.608,133.5,31.892
3968,72.382,92.33,19.948
3969,109.307,136.67,27.363
3970,109.307,136.67,27.363
3971,70.642,112.2,41.558
3972,61.383,170.0,108.617
3973,95.075,112.2,17.125
3974,95.143,112.2,17.057
3975,95.124,112.2,17.076
3976,61.383,170.0,108.617
3977,61.383,170.0,108.617
3978,94.491,112.2,17.709
3979,61.383,170.0,108.617
3980,61.383,170.0,108.617
3981,61.383,170.0,108.617
3982,61.383,170.0,108.617
3983,90.013,90.6,0.587
3984,51.888,62.18,10.292
3985,61.383,170.0,108.617
3986,61.383,170.0,108.617
3987,61.383,170.0,108.617
3988,95.075,112.2,17.125
3989,94.636,112.2,17.564
3990,95.075,112.2,17.125
3991,61.383,170.0,108.617
3992,61.383,170.0,108.617
3993,61.383,170.0,108.617
3994,95.075,112.2,17.125
3995,94.491,112.2,17.709
3996,61.383,170.0,108.617
3997,61.383,170.0,108.617
3998,94.636,112.2,17.564
3999,95.075,112.2,17.125
4000,61.383,170.0,108.617
4001,61.383,170.0,108.617
4002,61.383,170.0,108.617
4003,95.075,112.2,17.125
4004,93.855,86.4,7.455
4005,95.162,56.1,39.062
4006,61.383,170.0,108.617
4007,61.383,170.0,108.617
4008,61.383,170.0,108.617
4009,94.491,112.2,17.709
4010,61.383,170.0,108.617
4011,61.383,170.0,108.617
4012,61.383,170.0,108.617
4013,95.075,112.2,17.125
4014,61.383,170.0,108.617
4015,61.383,170.0,108.617
4016,103.623,71.4,32.223
4017,66.442,90.6,24.158
4018,94.491,112.2,17.709
4019,94.491,112.2,17.709
4020,61.383,170.0,108.617
4021,61.383,170.0,108.617
4022,61.383,170.0,108.617
4023,61.383,170.0,108.617
4024,89.714,90.6,0.886
4025,61.383,170.0,108.617
4026,61.383,170.0,108.617
4027,61.383,170.0,108.617
4028,64.269,121.0,56.731
4029,64.269,121.0,56.731
4030,72.747,108.0,35.253
4031,72.747,108.0,35.253
4032,64.269,121.0,56.731
4033,64.269,121.0,56.731
4034,72.747,108.0,35.253
4035,72.747,108.0,35.253
4036,64.269,121.0,56.731
4037,64.269,121.0,56.731
4038,72.747,108.0,35.253
4039,72.747,108.0,35.253
4040,64.269,121.0,56.731
4041,64.269,121.0,56.731
4042,64.269,121.0,56.731
4043,72.747,108.0,35.253
4044,72.747,108.0,35.253
4045,72.747,108.0,35.253
4046,72.747,108.0,35.253
4047,64.269,121.0,56.731
4048,72.747,108.0,35.253
4049,64.269,121.0,56.731
4050,72.747,108.0,35.253
4051,72.747,108.0,35.253
4052,70.408,105.0,34.592
4053,64.269,121.0,56.731
4054,72.747,108.0,35.253
4055,72.747,108.0,35.253
4056,88.326,105.0,16.674
4057,72.747,108.0,35.253
4058,72.747,108.0,35.253
4059,87.87,90.25,2.38
4060,64.269,121.0,56.731
4061,64.269,121.0,56.731
4062,64.269,121.0,56.731
4063,72.747,108.0,35.253
4064,72.747,108.0,35.253
4065,87.87,90.25,2.38
4066,64.269,121.0,56.731
4067,64.269,121.0,56.731
4068,72.747,108.0,35.253
4069,72.747,108.0,35.253
4070,64.269,121.0,56.731
4071,64.269,121.0,56.731
4072,98.631,125.0,26.369
4073,72.747,108.0,35.253
4074,64.269,121.0,56.731
4075,104.011,111.33,7.319
4076,98.631,125.0,26.369
4077,98.631,125.0,26.369
4078,98.631,125.0,26.369
4079,94.724,100.0,5.276
4080,96.676,100.0,3.324
4081,121.138,116.03,5.108
4082,102.303,84.52,17.783
4083,108.796,75.53,33.266
4084,112.228,69.12,43.108
4085,98.631,125.0,26.369
4086,73.522,103.05,29.528
4087,76.367,88.17,11.803
4088,102.359,79.35,23.009
4089,90.147,79.35,10.797
4090,69.805,79.35,9.545
4091,81.375,127.0,45.625
4092,81.033,105.9,24.867
4093,78.055,103.05,24.995
4094,77.084,103.05,25.966
4095,86.717,54.75,31.967
4096,115.891,58.0,57.891
4097,103.571,111.6,8.029
4098,106.089,100.0,6.089
4099,115.224,94.5,20.724
4100,96.562,100.0,3.438
4101,91.37,100.0,8.63
4102,104.712,111.6,6.888
4103,93.784,111.6,17.816
4104,91.189,100.0,8.811
4105,96.2,100.0,3.8
4106,96.2,100.0,3.8
4107,77.724,100.0,22.276
4108,77.724,100.0,22.276
4109,77.724,100.0,22.276
4110,98.861,100.0,1.139
4111,90.284,100.0,9.716
4112,96.2,100.0,3.8
